"journal","community"
"ZOOL SCR",6
"ZOOLOGIA-CURITIBA",6
"ZOONOSES PUBLIC HLTH",13
"ACTA CHROMATOGR",28
"INDIAN J CHEM TECHN",14
"J CHROMATOGR SCI",28
"JPC-J PLANAR CHROMAT",28
"ACTA SCI VET",31
"ACTA VET SCAND",31
"ARQ BRAS ENDOCRINOL",3
"BRAZ J PHYS THER",3
"FETAL PEDIATR PATHOL",3
"HORM METAB RES",3
"INT BRAZ J UROL",49
"J COSMET LASER THER",54
"MED ORAL PATOL ORAL",39
"MICROSURG",63
"POL J PATHOL",10
"REV SOC BRAS MED TRO",13
"AN BRAS DERMATOL",54
"CENT EUR J MED",3
"CLIN DERMATOL",54
"DIABETES",1
"EQUINE VET EDUC",31
"EUR J ENDOCRINOL",3
"EXPERT REV PHARM OUT",3
"INT J DERMATOL",54
"INT J LOW EXTR WOUND",63
"J AM SOC NEPHROL",35
"J PSYCHOSOM RES",11
"JPN J INFECT DIS",13
"REV CHIL INFECTOL",13
"REV FR ALLERGOL",3
"REV MAL RESPIR",3
"SEMIN ARTHRITIS RHEU",42
"THYROID",3
"ACTA DERMATOVENER CR",54
"ACTA NEUROL BELG",4
"ACTAS ESP PSIQUIATRI",11
"ANN INDIAN ACAD NEUR",4
"J HEADACHE PAIN",4
"ALGEBR GEOM TOPOL",8
"ALGORITHM MOL BIOL",1
"ARCH METALL MATER",2
"CAN MINERAL",5
"CHEM NAT COMPD+",23
"CHINESE PHYS C",32
"DOKL CHEM",2
"DOKL PHYS",95
"EUR J MINERAL",5
"EVOL APPL",6
"FRACTALS",8
"GEOL ORE DEPOSIT+",5
"GLASS PHYS CHEM+",2
"HIGH PRESSURE RES",2
"INDIAN J HETEROCY CH",1
"INT J MINER PROCESS",14
"ISIJ INT",2
"J GEOSCI-CZECH",5
"J MINER PETROL SCI",5
"MAIN GROUP MET CHEM",2
"METALL MATER TRANS B",2
"METALLOFIZ NOV TEKH+",2
"MINER PETROL",5
"MINERAL MAG",5
"NEOPLASIA",1
"NEUES JB MINER ABH",5
"PHIL MAG LETT",2
"PHYS CHEM MINER",5
"PHYS EARTH PLANET IN",5
"PHYS MET METALLOGR+",2
"PHYSICA C",2
"POLYCYCL AROMAT COMP",14
"RADIOCHIM ACTA",26
"STEEL RES INT",2
"BOL SOC ESP CERAM V",2
"CALPHAD",2
"CHINESE J PHYS",2
"HIGH TEMP-HIGH PRESS",2
"INT J CAST METAL RES",2
"J MAGN",2
"J PHASE EQUILIB DIFF",2
"J SUPERHARD MATER+",2
"LOW TEMP PHYS+",2
"PHYS CHEM GLASSES-B",2
"POWDER METALL MET C+",2
"REV MEX FIS",2
"WATER SA",14
"AM J HUM GENET",1
"ANNU REV GENET",1
"BMC BIOCHEM",1
"BMC EVOL BIOL",6
"CELL HOST MICROBE",1
"DOKL BIOCHEM BIOPHYS",1
"EMBO REP",1
"GENES CELLS",1
"IMMUNITY",1
"INDIAN J BIOTECHNOL",14
"INT REV CEL MOL BIO",1
"J INHERIT METAB DIS",1
"J MICROBIOL",1
"J MOL CELL BIOL",1
"J MOL EVOL",1
"KIDNEY BLOOD PRESS R",35
"LEUKEMIA",1
"METABOLISM",3
"MOL ENDOCRINOL",1
"MOL GENET METAB",1
"MOL PLANT MICROBE IN",15
"NAT IMMUNOL",1
"PLANT MOL BIOL",15
"PROTEIN CELL",1
"TRAFFIC",1
"YEAST",1
"INT J MED MICROBIOL",13
"ISME J",1
"MICROBIOL RES",1
"MOL ORAL MICROBIOL",1
"TUBERCULOSIS",1
"ACTA CYTOL",10
"ACTA HAEMATOL-BASEL",10
"ADV ANAT PATHOL",10
"AM J CLIN PATHOL",10
"ANAL QUANT CYTOL",10
"APMIS",13
"ARCH BRONCONEUMOL",3
"ARQ BRAS OFTALMOL",41
"CANCER CELL INT",1
"CANCER EPIDEM BIOMAR",10
"CL LYMPH MYELOM LEUK",10
"CLIN EXP OBSTET GYN",3
"CLIN LUNG CANCER",10
"CYTOPATHOLOGY",10
"ENDOCR PATHOL",10
"ENDOCR PRACT",3
"ENDOCR-RELAT CANCER",10
"EUR J GYNAECOL ONCOL",10
"EUR J MED RES",1
"GYNECOL OBSTET FERTI",3
"HEAD NECK-J SCI SPEC",59
"HISTOL HISTOPATHOL",1
"HISTOPATHOLOGY",10
"INDIAN J MED MICROBI",13
"INDIAN J PATHOL MICR",10
"INFECT GENET EVOL",13
"INT J GYNECOL PATHOL",10
"INT J HYG ENVIR HEAL",38
"INT J ORAL MAX SURG",39
"INT J SURG PATHOL",10
"J CLIN PATHOL",10
"J CLIN VIROL",13
"J CUTAN PATHOL",54
"J CYTOL",10
"J ENVIRON PATHOL TOX",38
"J INFECT DEV COUNTR",13
"J LOW GENIT TRACT DI",3
"J PEDIATR ADOL GYNEC",3
"JPN J CLIN ONCOL",10
"MED MYCOL",13
"MODERN PATHOL",10
"MYCOPATHOLOGIA",13
"NEUROPATHOLOGY",4
"ONCOLOGIE",10
"ONCOLOGIST",10
"PATHOL RES PRACT",10
"PATHOLOGE",10
"PRZ MENOPAUZALNY",3
"REV PORT PNEUMOL",3
"REV ROMANA MED LAB",3
"SEMIN DIAGN PATHOL",10
"THORAC CANCER",10
"VET PATHOL",31
"VIRCHOWS ARCH",10
"ACTA DERM-VENEREOL",54
"AM J CLIN DERMATOL",54
"CONTACT DERMATITIS",54
"DERMATITIS",54
"DERMATOL CLIN",54
"ACTA REUMATOL PORT",42
"ADV SKIN WOUND CARE",63
"ALLERGOL IMMUNOPATH",3
"ALLERGY ASTHMA IMMUN",3
"AM J DERMATOPATH",54
"AM J MED GENET A",1
"AM J TRANSPLANT",35
"ANN CHIR PLAST ESTH",63
"ANN DERMATOL VENER",54
"ANN DERMATOL",54
"ANN PATHOL",10
"ARCH DERMATOL RES",54
"AUDIOL NEURO-OTOL",59
"AUSTRALAS J DERMATOL",54
"AUTOIMMUN REV",42
"B VET I PULAWY",31
"BIOL BLOOD MARROW TR",10
"BIOL RHYTHM RES",4
"BONE MARROW TRANSPL",10
"CANCER EPIDEMIOL",10
"CLIN EXP ALLERGY",3
"CLIN EXP DERMATOL",54
"CLIN EXP IMMUNOL",1
"CLIN EXP RHEUMATOL",42
"CLIN INTERV AGING",3
"CURR TREAT OPTION NE",4
"CUTAN OCUL TOXICOL",54
"DERMATOL SIN",54
"DERMATOL THER",54
"EUR J DERMATOL",54
"EUR J HUM GENET",1
"EUR J INFLAMM",1
"EUROSURVEILLANCE",13
"EXP DERMATOL",54
"EXPERT OPIN DRUG SAF",3
"FACIAL PLAST SURG",63
"GASTROENTEROL CLIN N",16
"HAUTARZT",54
"HEALTH QUAL LIFE OUT",3
"HONG KONG J DERMATOL",54
"IMMUNOL RES",1
"IMMUNOTHERAPY-UK",1
"INDIAN J PHARMACOL",23
"INT ARCH ALLERGY IMM",3
"INT CLIN PSYCHOPHARM",11
"INT J COSMETIC SCI",54
"INT J RHEUM DIS",42
"IRAN J PEDIATR",3
"J COSMET DERMATOL-US",54
"J CUTAN MED SURG",54
"J DERMATOL TREAT",54
"J DERMATOL",54
"J DTSCH DERMATOL GES",54
"J HEALTH PSYCHOL",3
"J HUM EVOL",50
"J IMMUNOTOXICOL",38
"J INVEST ALLERG CLIN",3
"J RHEUMATOL",42
"J TELEMED TELECARE",3
"J TISSUE VIABILITY",63
"J WOUND OSTOMY CONT",63
"JAMA DERMATOL",54
"JUNDISHAPUR J MICROB",13
"LASER SURG MED",54
"LEUKEMIA LYMPHOMA",10
"LUPUS",42
"MEDICINA-BUENOS AIRE",3
"MEDICINE",42
"MELANOMA RES",10
"MOD RHEUMATOL",42
"MULT SCLER J",4
"NUTR RES PRACT",3
"OCUL IMMUNOL INFLAMM",41
"ONKOLOGIE",10
"OPHTHAL PLAST RECONS",41
"ORAL DIS",39
"ORPHANET J RARE DIS",1
"PEDIATR DERMATOL",54
"PHOTODERMATOL PHOTO",54
"PHOTOMED LASER SURG",39
"PROSTAG OTH LIPID M",1
"PROSTHET ORTHOT INT",4
"RHEUM DIS CLIN N AM",42
"SCAND J IMMUNOL",1
"SEMIN CUTAN MED SURG",54
"SLEEP BREATH",3
"TISSUE ANTIGENS",1
"TRAVEL MED INFECT DI",13
"TURK J HEMATOL",10
"TURKDERM-ARCH TURK D",54
"ULTRASTRUCT PATHOL",1
"VET DERMATOL",31
"Z RHEUMATOL",42
"ACTA DIABETOL",3
"ACTA ENDOCRINOL-BUCH",3
"AM J CLIN NUTR",3
"AM J HYPERTENS",3
"ANDROLOGY-US",3
"ANN MED",3
"ANN NUTR METAB",3
"BMC ENDOCR DISORD",3
"BMC NEPHROL",35
"CELL METAB",1
"CLIN ENDOCRINOL",3
"CLIN SCI",3
"CRIT REV FOOD SCI",23
"CURR DIABETES REP",3
"CURR MED RES OPIN",3
"CURR OPIN ENDOCRINOL",3
"CYTOKINE GROWTH F R",1
"DIABETES METAB",3
"DIABETES OBES METAB",3
"DIABETES TECHNOL THE",3
"DIABETES VASC DIS RE",3
"DIABETES-METAB RES",3
"DIABETIC MED",3
"DIABETOL METAB SYNDR",3
"DIABETOL STOFFWECHS",3
"DIABETOLOGIA",3
"ENDOCR J",3
"ENDOCR REV",1
"ENDOCRIN METAB CLIN",3
"EUR J NUTR",3
"EUR J SPORT SCI",40
"EXP CLIN ENDOCR DIAB",3
"GYNECOL ENDOCRINOL",3
"HIGH ALT MED BIOL",40
"INT J IMPOT RES",49
"INT J MED MUSHROOMS",23
"J CLIN DENSITOM",3
"J DIABETES COMPLICAT",3
"J DIABETES",3
"J HUM GENET",1
"J INVEST MED",3
"J NEUROINFLAMM",4
"J PEDIATR ENDOCR MET",3
"J PERIODONTOL",39
"M S-MED SCI",1
"METAB SYNDR RELAT D",3
"MINERVA MED",3
"NUTR J",3
"NUTR METAB",3
"P NUTR SOC",3
"PEDIATR DIABETES",3
"PRIM CARE DIABETES",3
"PROSTATE CANCER P D",49
"SEMIN NEPHROL",35
"TRENDS ENDOCRIN MET",1
"VITAM HORM",1
"HELL J NUCL MED",26
"J MED BIOCHEM",3
"PITUITARY",3
"REPROD BIOL",31
"ACTA ENT MUS NAT PRA",6
"AFR INVERTEBR",6
"ANN ZOOL",6
"ARTHROPOD SYST PHYLO",6
"ENTOMOL FENNICA",6
"EUR J ENTOMOL",6
"INVERTEBR SYST",6
"J ASIA-PAC ENTOMOL",6
"J NAT HIST",6
"J ZOOL SYST EVOL RES",6
"SYST ENTOMOL",6
"ACTA ETHOL",6
"ACTA ORNITHOL",6
"BEHAVIOUR",6
"BIOACOUSTICS",6
"CONDOR",6
"ECOL ENTOMOL",6
"EMU",6
"ETHOL ECOL EVOL",6
"J AVIAN BIOL",6
"J ETHOL",6
"J INSECT BEHAV",6
"ANTIVIR THER",13
"GASTRIC CANCER",16
"J CYST FIBROS",3
"J DIABETES INVEST",3
"GEOMAGN AERONOMY+",5
"HYDROL EARTH SYST SC",5
"J SURV ENG",5
"STUD GEOPHYS GEOD",5
"SURV REV",5
"ACTA GEODYN GEOMATER",5
"J GEODESY",5
"J MIN SCI+",66
"CARPATH J EARTH ENV",5
"ECO MONT",18
"PROBL EKOROZW",18
"SOC CULT GEOGR",18
"SOCIOLOGIA-BRATISLAV",18
"ARCH MOLLUSKENKD",6
"CARNETS GEOL",5
"CR PALEVOL",5
"FOSS REC",5
"GEOL BELG",5
"J CRUSTACEAN BIOL",6
"J SYST PALAEONTOL",5
"PALAEONTOL Z",5
"PALEONTOL J+",5
"POL POLAR RES",5
"SPIXIANA",6
"ALCHERINGA",5
"ANN CARNEGIE MUS",6
"B PEABODY MUS NAT HI",5
"GEOCHEM INT+",5
"GEOCHRONOMETRIA",5
"INSECT SYST EVOL",6
"J GEOGR SCI",5
"J KANSAS ENTOMOL SOC",6
"J MAMM EVOL",6
"PALEONTOL RES",5
"ANN GEOPHYS-ITALY",5
"ARCH ENVIRON PROT",14
"ATMOS RES",5
"B AM METEOROL SOC",5
"BOUND-LAY METEOROL",5
"CR ACAD BULG SCI",115
"ENVIRON FLUID MECH",5
"GEOFIZIKA",5
"HYDROLOG SCI J",5
"IZV-PHYS SOLID EART+",5
"J APPL METEOROL CLIM",5
"J ATMOS OCEAN TECH",5
"J ATMOS SCI",5
"J HYDRAUL ENG",5
"J HYDRAUL RES",5
"J HYDROL HYDROMECH",5
"J SPACE WEATHER SPAC",5
"NONLINEAR PROC GEOPH",5
"P I CIVIL ENG-WAT M",5
"ACTA GEOTECH SLOV",66
"CAN GEOTECH J",66
"ACTA GEOTECH",66
"B ENG GEOL ENVIRON",66
"COMPUT GEOTECH",66
"GEOTECH LETT",66
"GRANUL MATTER",66
"INT J GEOMECH",66
"LANDSLIDES",5
"ADV CLIN CHEM",16
"AM J NEPHROL",35
"ANN LAB MED",13
"ASIAN PAC J TROP MED",13
"BEST PRACT RES CL HA",10
"BLOOD CELL MOL DIS",1
"BLOOD REV",10
"CANCER GENET-NY",10
"CLIN VACCINE IMMUNOL",13
"CURR HEMATOL MALIG R",10
"CURR OPIN HEMATOL",1
"CURR TREAT OPTION ON",10
"DIAGN MOL PATHOL",10
"EUR J HAEMATOL",10
"EXP HEMATOL",1
"GEMATOL TRANSFUZIOL",10
"HAEMATOLOGICA",10
"HAEMOPHILIA",3
"HAMOSTASEOLOGIE",3
"HEMATOL ONCOL CLIN N",10
"HEMATOLOGY",10
"HEMOGLOBIN",10
"HUM REPROD UPDATE",3
"INDIAN J HEMATOL BLO",10
"INT ANGIOL",72
"INT J HEMATOL",10
"INT J TOXICOL",38
"J CLIN APHERESIS",80
"J LEUKOCYTE BIOL",1
"J MED SCREEN",3
"J NATL COMPR CANC NE",10
"J PEDIATR ONCOL NURS",10
"MOL CYTOGENET",1
"ONCOLOGY-NY",10
"PATHOL INT",10
"PEDIATR HEMAT ONCOL",10
"PROSTAG LEUKOTR ESS",1
"SEMIN THROMB HEMOST",3
"TERAPEVT ARKH",3
"TRANSFUS MED HEMOTH",80
"UHOD-ULUSLAR HEMATOL",10
"VOX SANG",80
"ACTA HERPETOL",6
"AMPHIBIA-REPTILIA",6
"ASIAN HERPETOL RES",6
"COPEIA",6
"HERPETOL CONSERV BIO",6
"HERPETOL J",6
"HERPETOL MONOGR",6
"HERPETOLOGICA",6
"HERPETOZOA",6
"J HERPETOL",6
"J THERM BIOL",6
"NORTH-WEST J ZOOL",6
"ORG DIVERS EVOL",6
"ACTA HISTOCHEM CYTOC",1
"CELL CALCIUM",1
"INDIAN J EXP BIOL",23
"NEUROMUSCULAR DISORD",4
"NEUROPEPTIDES",4
"PSYCHONEUROENDOCRINO",4
"ACTA ZOOL-STOCKHOLM",6
"AM J CANCER RES",1
"AM J PHYSIOL-GASTR L",16
"ANAT HISTOL EMBRYOL",31
"APPL IMMUNOHISTO M M",10
"BIOTECH HISTOCHEM",1
"CELL STEM CELL",1
"CHEM SENSES",4
"CHEMOSENS PERCEPT",4
"CLIN EXP METASTAS",1
"DEV DYNAM",1
"DOMEST ANIM ENDOCRIN",31
"EUR J HISTOCHEM",1
"HORM BEHAV",4
"HUM REPROD",3
"ISR J VET MED",31
"J BONE MINER METAB",3
"J CHEM NEUROANAT",4
"J EXP ZOOL PART A",6
"J EXP ZOOL PART B",1
"J INTERF CYTOK RES",1
"NEUROGASTROENT MOTIL",16
"NEUROSCI RES",4
"PFERDEHEILKUNDE",31
"PHYSIOL BEHAV",4
"PLACENTA",3
"PPAR RES",1
"REGUL PEPTIDES",1
"REPROD BIOL ENDOCRIN",3
"REPROD DOMEST ANIM",31
"REPROD FERT DEVELOP",31
"REPRODUCTION",1
"SEMIN CELL DEV BIOL",1
"ZOOLOGY",6
"ACTA HISTRIAE",46
"REV KRIMINALISTIKO K",47
"AQUAC RES",6
"AQUACULT INT",6
"AQUAT ECOSYST HEALTH",6
"AQUAT INVASIONS",6
"BENEF MICROBES",1
"BIOL INVASIONS",6
"DEEP-SEA RES PT II",5
"FOLIA PARASIT",13
"ICHTHYOL RES",6
"INDIAN J FISH",6
"J AQUAT FOOD PROD T",23
"J FRESHWATER ECOL",6
"KNOWL MANAG AQUAT EC",6
"PESQUI AGROPECU BRAS",76
"ANN APPL PROBAB",8
"APPL ALGEBR ENG COMM",27
"COMPUT COMPLEX",44
"TEST-SPAIN",24
"ACROSS LANG CULT",89
"ACTA LINGUIST HUNGAR",29
"ANNU REV ANTHROPOL",50
"CLIN LINGUIST PHONET",51
"CORPUS LINGUIST LING",29
"CORTEX",4
"DIACHRONICA",29
"ENGL WORLD-WIDE",29
"J LINGUIST",29
"J PRAGMATICS",29
"LANG COGNITIVE PROC",9
"LANG SCI",29
"LANG SPEECH",51
"LANGUAGE",29
"LINGUA",29
"LINGUIST REV",29
"LINGUISTICS",29
"NAT LANG LINGUIST TH",29
"ACTA MECH SOLIDA SIN",19
"ACTA METALL SIN-ENGL",2
"ACTA MICROSC",2
"ADV COMPOS MATER",2
"ADV MATER PROCESS",2
"AM CERAM SOC BULL",2
"APPL COMPOS MATER",19
"BAUPHYSIK",37
"CAN METALL QUART",2
"CHINA FOUNDRY",2
"COMBUST SCI TECHNOL",43
"CONTINUUM MECH THERM",19
"CR MECANIQUE",43
"DYNA-COLOMBIA",23
"FUSION ENG DES",2
"GLASS TECHNOL-PART A",2
"HEM IND",14
"IEEE T DEVICE MAT RE",2
"IMAGE ANAL STEREOL",33
"INT J APPL MECH",19
"INT J FOOD PROP",23
"INT J MACH TOOL MANU",25
"INT J MATER FORM",2
"INT J MECH MATER DES",19
"INT J METALCAST",2
"INT J MULTISCALE COM",19
"INT J PRES VES PIP",19
"INT J SURF SCI ENG",78
"INT POLYM PROC",2
"IRONMAK STEELMAK",2
"ISI BILIM TEK DERG",37
"J BALK TRIBOL ASSOC",78
"J ELECTRON PACKAGING",37
"J FAC ENG ARCHIT GAZ",2
"J FUEL CELL SCI TECH",2
"J GLACIOL",5
"J IRON STEEL RES INT",2
"J LASER APPL",2
"J MECH MATER STRUCT",19
"J MIN METALL B",2
"J PRESS VESS-T ASME",19
"J S AFR I MIN METALL",14
"J SANDW STRUCT MATER",19
"J STRAIN ANAL ENG",19
"KOVOVE MATER",2
"LASER ENG",2
"MACH SCI TECHNOL",25
"MAR STRUCT",81
"MATER HIGH TEMP",19
"MATERIA-BRAZIL",2
"MECH ADV MATER STRUC",19
"MECH COMPOS MATER",19
"MET SCI HEAT TREAT+",2
"METALL ITAL",2
"NUCL FUSION",2
"NUCL TECHNOL",82
"OXID MET",2
"P I MECH ENG J-J ENG",78
"PHYS MESOMECH",19
"PHYS TODAY",2
"PHYSICA D",8
"PLAST RUBBER COMPOS",2
"POWDER METALL",2
"PRAKT METALLOGR-PR M",2
"PRAMANA-J PHYS",2
"PRECIS ENG",25
"PROBABILIST ENG MECH",19
"PROBL ATOM SCI TECH",2
"REV FAC ING-UNIV ANT",14
"REV METAL MADRID",2
"REV METALL-PARIS",2
"RUSS J NON-FERR MET+",2
"SCI TECHNOL WELD JOI",2
"SOLDAGEM INSP",2
"SOLDER SURF MT TECH",2
"T CAN SOC MECH ENG",19
"T INDIAN I METALS",2
"TETSU TO HAGANE",2
"THEOR APPL FRACT MEC",19
"WELD J",2
"WELD WORLD",2
"ACTA MATH APPL SIN-E",8
"CHAOS SOLITON FRACT",8
"DYNAM PART DIFFER EQ",8
"DYNAM SYST APPL",8
"INT J AP MAT COM-POL",45
"INT J SYST SCI",45
"J BIOL SYST",8
"J KOREAN STAT SOC",24
"MATH PHYS ANAL GEOM",8
"REV COLOMB ESTAD",24
"ALGEBR COLLOQ",8
"ALGEBR UNIV",68
"AN STI U OVID CO-MAT",8
"ANAL MATH",8
"APPL CATEGOR STRUCT",8
"APPL COMPUT MATH-BAK",8
"B SOC MATH FR",8
"BALK J GEOM APPL",25
"BANACH J MATH ANAL",8
"DIFF EQUAT+",8
"DIFFER GEOM APPL",8
"ELECTRON J LINEAR AL",8
"GEOMETRIAE DEDICATA",8
"GEORGIAN MATH J",8
"HOUSTON J MATH",8
"INDIAN J PURE AP MAT",8
"J FOURIER ANAL APPL",8
"J GROUP THEORY",8
"J KOREAN MATH SOC",8
"KYBERNETIKA",25
"MATH LOGIC QUART",68
"OPER MATRICES",8
"ORDER",44
"OSAKA J MATH",8
"P NATL A SCI INDIA A",2
"REV MAT COMPLUT",8
"SIBERIAN MATH J+",8
"COMMUN PUR APPL MATH",8
"HIGH ENERG DENS PHYS",2
"MAEJO INT J SCI TECH",75
"ALGEBR REPRESENT TH",8
"ANN ACAD SCI FENN-M",8
"ARK MAT",8
"COMMUN ANAL GEOM",8
"DYNAM SYST",8
"HOKKAIDO MATH J",8
"INT J MATH",8
"J ALGEBR COMB",8
"J COMB DES",44
"J DYN DIFFER EQU",8
"J THEOR PROBAB",8
"STUD MATH",8
"ADV CALC VAR",8
"AM J MATH",8
"ANAL PDE",8
"ANN HENRI POINCARE",8
"ANN I H POINCARE-AN",8
"ANN I H POINCARE-PR",8
"ARCH HIST EXACT SCI",58
"B BRAZ MATH SOC",8
"COMMUN CONTEMP MATH",8
"CONSTR APPROX",8
"DOC MATH",8
"DOKL MATH",8
"EXPO MATH",8
"FEW-BODY SYST",32
"FUNCT ANAL APPL+",8
"FUNKC EKVACIOJ-SER I",8
"GROUP GEOM DYNAM",8
"HIST MATH",58
"HOMOL HOMOTOPY APPL",8
"INDIANA U MATH J",8
"INTERFACE FREE BOUND",8
"IZV MATH+",8
"J AM MATH SOC",8
"J APPL PROBAB",8
"J FIX POINT THEORY A",8
"J GEOM ANAL",8
"J LIE THEORY",8
"J MATH PHYS ANAL GEO",8
"J MATH PURE APPL",8
"J MATH SOC JPN",8
"J NONCOMMUT GEOM",8
"J SYMPLECT GEOM",8
"J TOPOL ANAL",8
"J TOPOL",8
"J TURBUL",43
"KYOTO J MATH",8
"LETT MATH PHYS",8
"MATH CONTROL RELAT F",45
"MATH SCAND",8
"MILAN J MATH",8
"NUCL PHYS B",32
"OPEN SYST INF DYN",2
"PHYS PART NUCLEI+",32
"PROBAB THEORY REL",8
"PUBL MATH-PARIS",8
"PUBL RES I MATH SCI",8
"PURE APPL MATH Q",8
"REGUL CHAOTIC DYN",8
"REV MAT IBEROAM",8
"REV MATH PHYS",8
"STOCH DYNAM",8
"THEOR MATH PHYS+",8
"THEOR PROBAB APPL+",8
"EUR J MECH B-FLUID",43
"INT J MULTIPHAS FLOW",43
"J HYDRODYN",81
"J NON-NEWTON FLUID",2
"MECH BASED DES STRUC",19
"OCEAN ENG",81
"ARCH MECH",19
"BRODOGRADNJA",81
"ANN GLACIOL",5
"ATOMIZATION SPRAY",43
"CAN J PHYS",32
"CHEM ENG COMMUN",14
"FLUID DYN RES",43
"FORSCH INGENIEURWES",19
"GEOMECH ENG",66
"GEOTEXT GEOMEMBRANES",66
"IEEE-ASME T MECH",45
"IJST-T MECH ENG",37
"INT J EXERGY",37
"INT J SPRAY COMBUST",43
"J APPL FLUID MECH",43
"J APPL MECH TECH PH+",43
"J MAR SCI TECH-JAPAN",81
"LAT AM APPL RES",14
"MECH MACH THEORY",19
"MECHANIKA",19
"NUMER HEAT TR B-FUND",37
"PMM-J APPL MATH MEC+",95
"Q J MECH APPL MATH",19
"THEOR COMP FLUID DYN",43
"ACTA MED OKAYAMA",1
"AUTON NEUROSCI-BASIC",4
"COMP PARASITOL",13
"CURR OPIN OPHTHALMOL",41
"IEEE T NEUR SYS REH",4
"INSECT MOL BIOL",1
"J INFECT CHEMOTHER",13
"J PEDIATR ORTHOP B",34
"MUTAT RES-REV MUTAT",1
"NEUROSURG REV",4
"SYST PARASITOL",13
"ZDRAV VARST",3
"ACTA MEDICA MEDITERR",3
"CRIT CARE NURS CLIN",3
"FRONT AGING NEUROSCI",4
"METAB BRAIN DIS",4
"J FRICT WEAR+",2
"SOIL SCI PLANT NUTR",15
"ACTA METEOROL SIN",5
"ADV ATMOS SCI",5
"ADV METEOROL",5
"ASIA-PAC J ATMOS SCI",5
"ATMOS OCEAN",5
"ATMOS SCI LETT",5
"CHINESE GEOGR SCI",5
"CLIM RES",5
"DENDROCHRONOLOGIA",5
"INT J CLIMATOL",5
"J ARID LAND",6
"J METEOROL SOC JPN",5
"J OCEANOGR",5
"J TROP METEOROL",5
"METEOROL APPL",5
"METEOROL ATMOS PHYS",5
"PHYS GEOGR",5
"WEATHER FORECAST",5
"AIDS REV",13
"AUTOIMMUNITY",1
"FOLIA MICROBIOL",1
"LANCET INFECT DIS",13
"ARTHROPOD STRUCT DEV",6
"GENE THER MOL BIOL",1
"IAWA J",15
"ACTA MONTAN SLOVACA",14
"AQUAT GEOCHEM",5
"EPISODES",5
"ACTA OTO-LARYNGOL",59
"BIOL MEMBRANY",1
"MOL BIOL+",1
"ACTA NEUROBIOL EXP",4
"ADV STUD BEHAV",6
"ARCH CLIN NEUROPSYCH",4
"BLOOD PRESSURE",3
"BRAIN COGNITION",4
"BRAIN LANG",4
"BRAIN STIMUL",4
"COGN LINGUIST",29
"DIS MODEL MECH",1
"DIVING HYPERB MED",40
"EPILEPSY BEHAV",4
"EXP PSYCHOL",9
"FOLIA MORPHOL",93
"FOLIA NEUROPATHOL",4
"GENES BRAIN BEHAV",4
"HIPPOCAMPUS",4
"J CLIN EXP NEUROPSYC",4
"J EVOL BIOCHEM PHYS+",1
"J NEURAL TRANSM",4
"J VET BEHAV",31
"LAB ANIMAL",1
"LEARN MEMORY",4
"MICROCIRCULATION",1
"MOL PSYCHIATR",4
"NAT REV NEUROSCI",4
"NEUROPSYCHOBIOLOGY",4
"NEUROPSYCHOLOGIA",4
"NEUROSCI BULL",4
"PEDIATR NEUROL",4
"PSYCHOPHYSIOLOGY",4
"ACTA NEUROL SCAND",4
"AM J CLIN ONCOL-CANC",10
"ANAT SCI INT",93
"ANN BIOL CLIN-PARIS",3
"ANN OTO RHINOL LARYN",59
"BEHAV NEUROL",4
"B-ENT",59
"BOSNIAN J BASIC MED",3
"BRAIN IMPAIR",4
"BRAIN TUMOR PATHOL",10
"BRAIN",4
"CEREBELLUM",4
"CLIN NEUROPATHOL",4
"CURR NEUROL NEUROSCI",4
"CURR OPIN NEUROL",4
"CURR OPIN UROL",49
"DEMENT GERIATR COGN",4
"ENT-EAR NOSE THROAT",59
"EPILEPSY CURR",4
"EPILEPSY RES",4
"EUR J PAEDIATR NEURO",4
"EUR J PHYS REHAB MED",4
"EUR NEUROL",4
"HAND CLIN",34
"IDEGGYOGY SZEMLE",4
"INT FORUM ALLERGY RH",59
"INT J PSYCHIAT CLIN",11
"J CLIN NEUROL",4
"J FR OPHTALMOL",41
"J NEUROL NEUROSUR PS",4
"J NEUROL SCI-TURK",4
"J NEUROL SURG PART A",4
"J NEUROL SURG PART B",4
"J NEURO-OPHTHALMOL",41
"J NEUROPATH EXP NEUR",4
"J NEUROSCI NURS",4
"J NEUROSURG SCI",34
"JAMA NEUROL",4
"KLIN MONATSBL AUGENH",41
"LAEKNABLADID",3
"LEGAL MED-TOKYO",75
"NEUROCASE",4
"NEUROCHIRURGIE",4
"NEUROENDOCRINOLOGY",4
"NEUROETHICS-NETH",4
"NEUROL ASIA",4
"NEUROL CLIN",4
"NEUROL NEUROCHIR POL",4
"NEUROLOGIA",4
"NEUROPATH APPL NEURO",4
"NEUROREHAB NEURAL RE",4
"NEUROSCIENCES",4
"NEUROSCIENTIST",4
"NEUROSURG FOCUS",4
"NOROPSIKIYATRI ARS",4
"OPER ORTHOP TRAUMATO",34
"OPHTHALMOLOGE",41
"OTOL NEUROTOL",59
"PEDIATR NEUROSURG",4
"RESTOR NEUROL NEUROS",4
"REV BRAS OFTALMOL",41
"REV NEUROL-FRANCE",4
"REV NEUROLOGIA",4
"REV STOMATOL CHIR",39
"RHEUMATOL INT",42
"SEIZURE-EUR J EPILEP",4
